Champion;Ability;Type;Description;Range;Cooldown;Cost;Scalings
YUUMI;FINAL CHAPTER;R;Cooldown: 130/110/90 Cost: 100 Yuumi recoils and opens Book, launching 7 waves of 60/100/140 (+20% of ability power) magic damage over 3.5 seconds. Enemy champions who are hit by multiple waves take only 50% damage from any wave beyond the first, and they are rooted for 1.75 seconds when struck by three waves. During Final Chapter, Yuumi can move and cast You and Me! and Zoomies.;;130/110/90;100;(+20% of ability power)
YUUMI;PROWLING PROJECTILE;Q;Cooldown: 13.5/12/10.5/9/7.5 Cost: 90 Yuumi fires a missile that deals 40/70/100/130/160/190 (+30% of ability power) (+2%-8% of the target's current health) in magic damage to the first enemy hit. If the missile is in flight for 1 second, it instead deals 45/85/125/165/205/245 (+40% of ability power) magic damage and applies a 20% slow to enemies for 1 second. If Yuumi is Attached, she fires the missile from her ally's position and can direct the flight of the missile for up to 2 seconds.;;13.5/12/10.5/9/7.5;90;"(+30% of ability power), ""(+2%-8% of the targets current health)"", (+40% of ability power)"
YUUMI;YOU AND ME!;W;Passive: While Attached, Yuumi and her ally share 12/14/16/18/20 (+12/14/16/18/20%) adaptive force, granting each other bonus attack damage or ability power (depending on which their ally has more of) equal to a percentage of their own attack damage or ability power (depending on which of the two is higher). Yuumi starts the game with one point in You and Me!, while Prowling Projectile has 6 ranks. Active: After a 0.25 second delay, Yuumi dashes to an ally champion and attaches to them. While Attached, she follows her ally's movement and is untargetable by everything except tower damage. Yuumi's abilities fire from her ally's location, and she can't attack enemies. Yuumi can switch among her teammates without a cooldown. If Yuumi re-activates the ability without a valid target, she will detach from her ally and dash up to 250 units in the target direction. Yuumi also detaches automatically if the ally she is attached to dies. Immobilizing Yuumi places this ability on a 5 second cooldown. Silence doesn't count as an immobilizing effect that places You and Me! on a 5 second cooldown.;;;;(+12/14/16/18/20%)
YUUMI;ZOOMIES;E;Cooldown: 12/11/10/9/8 Yuumi heals herself for 70/94/118/142/166/190 (+40% of ability power) and gains 15% movement speed and 25/30/35/40/45% attack speed for 3 seconds. While attached, the Anchor is targeted by the ability instead. Mana Cost: 40/45/50/55/60 mana (+15% max mana);;12/11/10/9/8;40/45/50/55/60;(+40% of ability power), (+15% max mana)
ZAC;CELL DIVISION;Passive;Each time Zac hits an enemy with an ability, he sheds a chunk of himself that can be reabsorbed to restore 4% of his maximum health. Upon taking fatal damage, Zac splits into 4 chunks that attempt to recombine. If any of these chunks remain after 8/7/6/5/4 seconds, he will revive with 10-50% health depending on the health of the surviving chunks. Each chunk has 12% of Zac's maximum health, and 50% of his armor and magic resistance. This ability has a static cooldown and is unaffected by cooldown reduction. The revival speed is increased every 4 levels.;;;;
ZAC;ELASTIC SLINGSHOT;E;Range: 1200/1350/1500/1650/1800 Cooldown: 24/21/18/15/12 Cost: 4 Zac faces the cursor and begins charging for up to 1 second. Upon reactivating the ability, he launches himself towards the target location, dealing 60/110/160/210/260 (+90% of ability power) magic damage to all enemies hit and knocking them back for 0.5-1 second(s), based on how long Zac charged Elastic Slingshot. Zac creates extra chunks for each additional champion he hits with this ability. Can be cancelled by moving or after 0.9/1/1.1/1.2/1.3 seconds of channeling, refunding 50% of the health cost and halving the cooldown.;1200/1350/1500/1650/1800;24/21/18/15/12;4;(+90% of ability power)
ZAC;LET'S BOUNCE!;R;Range: 300 Cooldown: 130/115/100 Passive: Increases Cell Division's healing from chunks by 1/2/3% of Zac's maximum health. Active: Zac bounces 4 times, knocking back and dealing 140/210/280 (+40% of ability power) magic damage to enemies he hits. While bouncing, Zac gains 20% - 50% bonus movement speed and can cast Unstable Matter. Enemies hit by Let's Bounce! are slowed by 20% for 1 second after being knocked back. Enemies hit by multiple bounces take 50% less damage for every bounce beyond the first and are not displaced more than once.;300;130/115/100;;(+40% of ability power)
ZAC;STRETCHING STRIKES;Q;Range: 550 Cooldown: 13/11.5/10/8.5/7 Cost: 8 Zac stretches his left arm in the target direction, dealing 40/55/70/85/100 (+30% of ability power) (+2.5% of Zac's maximum health) magic damage and slowing the first enemy hit by 40% for 0.5 seconds, as well as attaching it to the target for 2 seconds. While his arm is attached, his next basic attack is replaced by a second Stretching Strike, gaining 125 bonus attack range and dealing the same magic damage and slow. If both Stretching Strikes affect two different targets, he flings them against each other, dealing the initial magic damage around the point of collision and applying the slow again.;550;13/11.5/10/8.5/7;8;"(+30% of ability power), ""(+2.5% of Zacs maximum health)"""
ZAC;UNSTABLE MATTER;W;Range: 350 Cooldown: 5 Cost: 4 Zac's body erupts, dealing magic damage equal to 25/40/55/70/85 plus 4/4.5/5/5.5/6% (+2% per 100 ability power) of their maximum Health to all nearby enemies (max 200 damage against minions and monsters). Picking up a chunklet reduces Unstable Matter's cooldown by one second. Hitting a jungle monster allows Zac to walk through them.;350;5;4;(+2% per 100 ability power)
ZED;CONTEMPT FOR THE WEAK;Passive;Whenever Zed auto attacks an enemy below 50% Health, he deals an additional 6/8/10% of their maximum Health as magic damage (at level 1/7/17). Against monsters, the damage is increased by 100%, but is capped at 200/350/500 (at level 1/7/17). This effect cannot occur on the same target more than once every 10 seconds.;;;;
ZED;DEATH MARK;R;Range: 625 Cooldown: 120/90/60 Active: Zed becomes untargetable and dashes to target enemy champion. Upon arrival, he marks the target for death and spawns a living shadow at his starting position. This shadow lasts 6 seconds and mimics Zed's abilities. After 0.5 seconds Zed can reactivate Death Mark, causing him to switch positions with this shadow. After 3 seconds, the mark will detonate, dealing physical damage equal to 100% of Zed's attack damage plus 25/40/55% of damage dealt of all magic and physical damage dealt to the target by Zed and his shadows while the mark was active.;625;120/90/60;;
ZED;LIVING SHADOW;W;Range: 700 Cooldown: 22/20/18/16/14 Cost: 40/35/30/25/20 Zed's shadow dashes forward, remaining in place for 5 seconds. Reactivating this ability will cause Zed to switch positions with this shadow. Zed's shadow will mimic his basic abilities. If both strike the same target Zed regains 30/35/40/45/50 energy. Energy can only be restored once per mimicked ability.;700;22/20/18/16/14;40/35/30/25/20;
ZED;RAZOR SHURIKEN;Q;Range: 900 Cooldown: 6 Cost: 75/70/65/60/55 Active: Zed and his shadows throw their shurikens, dealing 80/115/150/185/220 (+1.0 per bonus attack damage) physical damage to all enemies they pass through, reduced to 60% against units beyond the first. Living Shadow: Additional shurikens striking the same enemy restore energy.;900;6;75/70/65/60/55;(+1.0 per bonus attack damage)
ZED;SHADOW SLASH;E;Range: 290 Cooldown: 5/4.5/4/3.5/3 Cost: 50 Active: Zed and his shadows create a burst of shadow, dealing 70/95/120/145/170 (+0.8 per bonus attack damage) physical damage to nearby enemies. Zed's slash reduces the cooldown of Living Shadow by 1 second for each enemy struck. His shadows' slashes slow enemies by 20/25/30/35/40% for 1.5 seconds. Living Shadow: Overlapping Shadow Slashes striking the same enemy deal no additional damage but will incur an increased slow of 30/37.5/45/52.5/60% and restore energy.;290;5/4.5/4/3.5/3;50;(+0.8 per bonus attack damage)
ZIGGS;BOUNCING BOMB;Q;Range: 850 Cooldown: 6/5.5/5/4.5/4 Cost: 50/55/60/65/70 Ziggs throws a bouncing bomb that deals 85/130/175/220/265 (+65% of ability power) magic damage upon hitting an enemy or after bouncing twice.;850;6/5.5/5/4.5/4;50/55/60/65/70;(+65% of ability power)
ZIGGS;HEXPLOSIVE MINEFIELD;E;Range: 900 Cooldown: 16 Cost: 70/80/90/100/110 Ziggs scatters 11 proximity mines that detonate on enemy contact. The first mine deals 40/75/110/145/180 (+30% of ability power) magic damage and slows the enemy by 30/35/40/45/50% for 1.5 seconds. Enemies who have already hit a mine will take 40% damage from additional mines. The mines are visible for all players and last 10 seconds.;900;16;70/80/90/100/110;(+30% of ability power)
ZIGGS;MEGA INFERNO BOMB;R;Range: 5300 Cooldown: 120/95/70 Cost: 100 Ziggs deploys his ultimate creation, the Mega Inferno Bomb, hurling it an enormous distance. Enemies in the primary blast zone take 300/450/600 (+110% of ability power) magic damage, while those further away take 33% less damage.;5300;120/95/70;100;(+110% of ability power)
ZIGGS;SATCHEL CHARGE;W;Range: 1000 Cooldown: 20/18/16/14/12 Cost: 65 Ziggs flings an explosive charge that detonates after 4 seconds, or when this ability is activated again. The explosion deals 70/105/140/175/210 (+50% of ability power) magic damage to enemies, knocking them away by 250 units. If Ziggs is within the explosion radius, he instead flies up to 500 units away while taking no damage in the process. In addition, Satchel Charge will hexplode structurally unsound towers below 25/27.5/30/32.5/35% of their maximum Health.;1000;20/18/16/14/12;65;(+50% of ability power)
ZIGGS;SHORT FUSE;Passive;Every 12 seconds, Ziggs' next basic attack deals 20/24/28/32/36/40/48/56/64/72/80/88/100/112/124/136/148/160 (+30/40/50% of ability power) bonus magic damage. The value changes every 6 levels. This cooldown is reduced by 4/5/6 seconds whenever Ziggs uses an ability. Short Fuse deals 100% bonus damage (200% total) to enemy structures.;;;;(+30/40/50% of ability power)
ZILEAN;CHRONOSHIFT;R;Range: 900 Cooldown: 120/90/60 Cost: 125/150/175 Marks an ally champion or himself with a protective time rune for 5 seconds. If the target takes lethal damage during this time, instead of dying, they will be untargettable and remain in stasis for 2 seconds, then return to life, regaining 600/850/1100 (+200% of ability power) Health.;900;120/90/60;125/150/175;(+200% of ability power)
ZILEAN;REWIND;W;Cooldown: 14/12/10/8/6 Cost: 35 Reduces the cooldowns of Time Bomb and Time Warp by 10 seconds. Cannot be learned at level 1.;;14/12/10/8/6;35;
ZILEAN;TIME BOMB;Q;Range: 900 Cooldown: 10/9.5/9/8.5/8 Cost: 60/65/70/75/80 Zilean tosses a time-delayed bomb to a location, which then sticks to the first unit that comes within a small area around it (prioritizes champions). After 3 seconds, the bomb detonates, dealing 75/115/165/230/300 (+90% of ability power) magic damage to all surrounding enemies. Placing two bombs on a unit detonates the first bomb early, stunning all enemies in the blast for 1.5 seconds.;900;10/9.5/9/8.5/8;60/65/70/75/80;(+90% of ability power)
ZILEAN;TIME IN A BOTTLE;Passive;Cooldown: 120 Zilean bottles 2/3.5/5/6/12 experience every 5 seconds. When he has enough experience stored to finish an ally's level, he can right-click them to give both himself and his ally the amount stored. Time in a Bottle cannot be used in combat.;;120;;
ZILEAN;TIME WARP;E;Range: 550 Cooldown: 15 Cost: 50 Zilean slows an enemy champion's movement speed or increases an allied champion's movement speed by 40/55/70/85/99 % for 2.5 seconds.;550;15;50;
ZOE;MORE SPARKLES!;Passive;After casting an ability, Zoe's next basic attack or bubble within 5 seconds deals 16-130 (based on level) (+20% of ability power) bonus magic damage.;;;;(+20% of ability power)
ZOE;PADDLE STAR;Q;Range: 800 Cooldown: 8.5/8/7.5/7/6.5 Cost: 50/55/60/65/70 Zoe hurls a star in the target direction that collides with the first enemy hit, dealing 18-140 (based on level) (+ 50/80/110/140/170) (+60% of ability power) magic damage and 80% of that damage in a small area. Paddle Star's base damage is increased by 7-50 (at levels 1-18). The total damage is also increased by up to 150% based on distance traveled. If the star does not collide with an enemy, it remains stationary for up to 1 second. Zoe can reactivate Paddle Star at any point to redirect the star to a new location near her, albeit resetting the current damage modifier. Both the initial cast and reactivation will prime More Sparkles!.;800;8.5/8/7.5/7/6.5;50/55/60/65/70;(+ 50/80/110/140/170), (+60% of ability power)
ZOE;PORTAL JUMP;R;Range: 575 Cooldown: 11/8/5 Cost: 50 Zoe targets a location and then dives into a portal that she opens beneath her, blinking to the target location after a very brief delay. After 1 second, she falls back through the portal and blinks back to her cast location. Zoe remains able to attack and cast abilities during Portal Jump, and can see over walls, but cannot move.;575;11/8/5;50;
ZOE;SLEEPY TROUBLE BUBBLE;E;Range: 800 Cooldown: 20/18.5/17/15.5/14 Cost: 80 Zoe kicks a ball that detonates on the first enemy hit, dealing 60/100/140/180/220 (+40% of ability power) magic damage and making the target Drowsy, slowing them by 10/15/20/25/30%. After a brief delay, the Drowsy target falls asleep for 2.2 seconds. Sleeping targets take double damage from the next attack or ability to hit them, up to a cap of Sleepy Trouble Bubble's damage, but are awoken early upon taking damage. The ball's range is doubled when it passes through terrain. If the ball does not hit an enemy, it lingers on the ground as a trap for 4 seconds, which primes after a 0.8s delay.;800;20/18.5/17/15.5/14;80;(+40% of ability power)
